gid	gname	chr	start	end	logCPM	logFC.XY43.XX43	logFC.XY43.XYa43	logFC.XYa43.F43	logFC.M43.F43	PV.XY43.XX43	PV.XY43.XYa43	PV.XYa43.F43	PV.M43.F43	FDR.XY43.XX43	FDR.XY43.XYa43	FDR.XYa43.F43	FDR.M43.F43	Tv1_431	Tv1_432	Tv2_431	Tv3_431	Tv5_431	Tv5_432	Tv5_433	Tv5_434	Tv6_431	Tv6_432	Tv6_433
TRINITY_DN143094_c5_g2_i1	ID=Xetrov90023851mgName=LOC100490201]CRG11_LITCTCRG11_LITCTQ	Chr09	41250538	41250538	2.67559403	1.098346725	0.771288989	0.327057736	0.934817857	0.055208422	0.161934052	0.478114053	0.062033894	0.539576378	1	0.999972759	0.611598854	2.925217824	3.565522589	2.447658269	3.134136163	2.842560497	1.502669492	1.85717141	2.357605701	3.222642373	0.523289201	2.829860498
TRINITY_DN143146_c6_g1_i1	ID=Xetrov90023203mgName=epn1]EPN2_HUMANEPN2_HUMANQ	Chr09	12582955	12582955	4.898803171	0.236898516	0.109185204	0.127713311	0.17304186	0.480174697	0.73690382	0.626580918	0.566645025	0.999969	1	0.999972759	0.999992197	4.883272211	5.029130681	5.130059944	5.034365731	4.557309958	4.845787488	4.936885127	4.934286651	4.796655227	4.768605542	4.889430372
TRINITY_DN143456_c3_g1_i2	ID=Xetrov90022642mgName=Xetrov90022642mg]VCX3B_HUMANVCX3B_HUMANQ	Chr09	1867969	1867969	2.500301595	0.009027332	-0.252632461	0.261659793	-0.121802564	0.98349762	0.552929889	0.438996878	0.75929547	0.999969	1	0.999972759	0.999992197	2.893086173	2.227083797	2.86954899	2.521896809	2.352454783	2.351122088	2.425635035	2.799513965	2.095955524	2.525629976	2.174821646
TRINITY_DN143540_c5_g1_i4	ID=Xetrov90023424mgName=uqcrc2]QCR2_BOVINQCR2_BOVINQ	Chr09	18923667	18923667	8.084829352	0.211153033	0.350924188	-0.139771155	0.281038611	0.553185837	0.303468041	0.614524409	0.376529579	0.999969	1	0.999972759	0.999992197	8.216649181	8.302000234	7.801488209	8.328376564	8.025355791	7.899765039	8.04740887	8.086492463	7.765978047	8.227341555	8.107968567
TRINITY_DN143958_c0_g1_i1	ID=Xetrov90024522mgName=speg]SPEG_RATSPEG_RATQ	Chr09	78288753	78288753	7.003695183	0.65899526	0.490499892	0.168495368	0.574747576	0.105531664	0.211911553	0.60198258	0.111340638	0.727612161	1	0.999972759	0.783018361	7.183326215	7.465140469	7.08409812	7.427403124	6.908260329	6.736889502	6.422937052	6.280734128	7.280078965	6.971337975	6.788825882
TRINITY_DN143971_c2_g1_i6	ID=Xetrov90023404mgName=umod3]UROM_HUMANUROM_HUMANQ	Chr09	18407352	18407352	5.546178444	-2.902412571	-2.273129958	-0.629282612	-2.587771265	0.001241898	0.007620231	0.288792625	0.002212682	0.045332087	0.312469477	0.999972759	0.084756435	3.663436713	2.539035064	4.542367322	3.656225359	3.689451334	6.838732703	5.850348649	5.589319137	4.518154781	5.814886282	7.201089076
TRINITY_DN144295_c0_g1_i1	ID=Xetrov90023669mgName=inpp1]INPP_HUMANINPP_HUMANQ	Chr09	30031965	30031965	3.032592095	-0.129341597	0.129969442	-0.259311039	0.000313922	0.764378929	0.752716795	0.433997237	0.999346954	0.999969	1	0.999972759	0.999992197	2.925217824	2.899197858	2.254318731	3.166312414	3.127314265	3.329737062	2.762070906	2.951228861	2.897320097	3.27168043	3.435208004
TRINITY_DN144394_c6_g1_i2	ID=Xetrov90023166mgName=hagh]GLO2_XENTRGLO2_XENTRQ	Chr09	10880210	10880210	2.06185449	0.555989639	0.565628572	-0.009638932	0.560809106	0.203833206	0.177182644	0.977802583	0.147645663	0.90991222	1	0.999972759	0.863711071	2.049018185	2.515466098	2.378156568	2.479841268	1.862227506	1.488515206	1.752311602	1.476391368	2.095955524	2.233992608	1.916071846
TRINITY_DN94722_c0_g1_i2	ID=Xetrov90023769mgName=LOC549067]RPC10_HUMANRPC10_HUMANQ	Chr09	36972293	36972293	2.115004386	-0.539336065	-0.393067576	-0.146268489	-0.466201821	0.228903739	0.363066375	0.663131524	0.255499309	0.933275597	1	0.999972759	0.995712423	1.698639876	1.847524145	2.060879575	1.618362873	2.183795021	1.806377508	2.363700442	2.272726964	2.573642683	2.167858685	2.336490469
TRINITY_DN99096_c0_g1_i1	ID=Xetrov90023685mgName=socs1]SOCS1_HUMANSOCS1_HUMANQ	Chr09	31468729	31468729	0.080840092	-1.561531374	-0.76993965	-0.791591724	-1.165735512	0.068265176	0.342695241	0.188652205	0.139266587	0.591719667	1	0.999972759	0.84636399	-0.555118322	-0.894219162	-1.505385439	-0.83092725	1.849752237	0.297585643	-0.00226057	0.563720707	-0.488959417	-0.751216456	-0.382098582
TRINITY_DN103385_c0_g1_i1	ID=Xetrov90025547mgName=avd2]AVR4_CHICKAVR4_CHICKQ	Chr10	36014201	36014201	5.154281114	-9.499553048	-9.625104847	0.125551799	-9.562328948	1.36E-05	1.07E-05	0.901576149	1.01E-05	0.005608255	0.006863798	0.999972759	0.004987971	4.060577842	-3.896495502	6.809092476	-2.589419511	5.284540901	1.3228993	5.801545613	-3.896495502	6.559885375	5.403568764	4.832175518
TRINITY_DN107800_c0_g1_i2	ID=Xetrov90024694mgName=neurod2]NDF2_HUMANNDF2_HUMANQ	Chr10	3159935	3159935	2.687896743	0.328408712	0.243878615	0.084530098	0.286143664	0.445606561	0.557072389	0.80220651	0.458071362	0.999969	1	0.999972759	0.999992197	2.408543141	2.987503602	3.039251758	2.83378483	2.980553237	2.404866482	2.470401253	2.401881195	2.941623158	2.201304565	2.574544708
TRINITY_DN109172_c0_g1_i2	ID=Xetrov90024771mgName=gip]GIP_MOUSEGIP_MOUSEQ	Chr10	5278196	5278196	1.366444351	0.175993519	0.100224786	0.075768734	0.138109152	0.743181009	0.846762545	0.856258628	0.775178159	0.999969	1	0.999972759	0.999992197	1.989479569	1.729568762	0.549991032	1.166864904	1.397250501	0.642533222	0.948391441	1.152814187	1.929946732	1.376582832	1.434609476
TRINITY_DN110340_c0_g1_i1	ID=Xetrov90024689mgName=pnmt]PNMT_PIGPNMT_PIGQ	Chr10	3017738	3017738	3.544912177	0.755231013	0.502967674	0.252263339	0.629099344	0.074884167	0.219436451	0.455445433	0.093842343	0.615969847	1	0.999972759	0.731567627	3.897390022	4.128463554	3.537691788	3.905324217	3.96864568	3.50519701	3.272353527	3.340560873	3.238513718	2.956181596	2.438666556
TRINITY_DN111266_c0_g1_i2	ID=Xetrov90024853mgName=gh1]SOMA_LITCTSOMA_LITCTQ	Chr10	8781199	8781199	1.882422676	0.242090896	0.350750516	-0.10865962	0.296420706	0.787030637	0.683159816	0.876468557	0.711033533	0.999969	1	0.999972759	0.999992197	2.049018185	2.640575135	2.030999842	1.30815201	2.8235478	0.765020093	1.350823612	-3.054196906	2.825580701	1.049332883	1.600546896
TRINITY_DN111274_c0_g1_i1	ID=Xetrov90024662mgName=ttc25]TTC25_XENLATTC25_XENLAQ	Chr10	2222634	2222634	2.778427179	-0.139640297	-0.271225563	0.131585266	-0.20543293	0.807969929	0.627450274	0.766187437	0.694923215	0.999969	1	0.999972759	0.999992197	3.066371921	2.562225171	2.946260883	2.641172886	3.074683198	2.220195783	1.516522243	2.365079955	3.419967255	3.613505501	1.713564728
TRINITY_DN111299_c0_g1_i2	ID=Xetrov90025198mgName=psmc3ip]HOP2_XENLAHOP2_XENLAQ	Chr10	23148035	23148035	2.160450826	-1.081517174	-1.059374648	-0.022142526	-1.070445911	0.051550497	0.050190657	0.956350565	0.038503009	0.520864054	0.758263796	0.999972759	0.47630478	1.840184605	1.484554885	3.054183769	0.986390857	1.496620284	1.724202075	2.433193201	1.608209055	2.634886528	2.602746757	2.492452372
TRINITY_DN111702_c0_g1_i1	ID=Xetrov90025536mgName=grb2]GRB2A_XENLAGRB2A_XENLAQ	Chr10	35870481	35870481	5.889425102	-0.155061054	-0.105402086	-0.049658967	-0.13023157	0.678627733	0.770438351	0.863012215	0.701150742	0.999969	1	0.999972759	0.999992197	5.89521223	5.626917285	6.040197284	5.925749912	5.775701556	5.783801514	6.101646964	6.082469437	5.59213005	5.8847434	5.974453207
TRINITY_DN111985_c0_g1_i1	ID=Xetrov90025072mgName=vat1]VAT1_DANREVAT1_DANREQ	Chr10	16702856	16702856	5.380608787	-1.496971763	-1.266339521	-0.230632242	-1.381655642	0.002323775	0.007621545	0.513105572	0.002595825	0.0721551	0.312469477	0.999972759	0.092446516	5.023448843	4.244112265	6.086931215	4.114934417	5.50342908	4.594758134	5.682924856	4.73670234	6.051154288	5.991357652	5.458514654
TRINITY_DN112045_c0_g1_i2	ID=Xetrov90024754mgName=skap1]SKAP1_XENTRSKAP1_XENTRQ	Chr10	4772460	4772460	0.784293896	-1.753255373	-1.133458148	-0.619797225	-1.443356761	0.003640883	0.04974459	0.133588931	0.010030778	0.098901628	0.756183677	0.999972759	0.217386999	-0.059730585	-0.056132774	0.577813408	-0.83092725	1.134713653	0.741340561	1.690584941	0.908732503	0.866005739	1.285958588	0.742804213
TRINITY_DN112094_c0_g1_i1	ID=Xetrov90024674mgName=LOC100491399]HSPBB_DANREHSPBB_DANREQ	Chr10	2505265	2505265	3.672835537	-0.111190165	0.545646099	-0.656836264	0.217227967	0.814920696	0.221770146	0.071855938	0.60605961	0.999969	1	0.999972759	0.999992197	2.671062065	4.060873187	3.368809138	3.598438144	4.27424449	3.949439884	3.690149005	2.702546064	3.416483333	2.994842814	4.452597811
TRINITY_DN112363_c0_g1_i1	ID=Xetrov90025206mgName=rac3]RAC3_MOUSERAC3_MOUSEQ	Chr10	23542628	23542628	4.388212693	0.315973018	0.274391447	0.041581571	0.295182232	0.374280057	0.423400201	0.881396412	0.35358438	0.999969	1	0.999972759	0.999992197	4.352095873	4.772500895	4.464399657	4.455951242	4.224380498	4.122110195	4.250318075	3.881221225	4.766868829	4.458672082	4.285935876
TRINITY_DN112382_c0_g1_i1	ID=Xetrov90025227mgName=LOC101731851]TSN10_HUMANTSN10_HUMANQ	Chr10	24679645	24679645	1.92831103	-0.516547447	-0.66760877	0.151061323	-0.592078109	0.433535972	0.300135268	0.761694975	0.330565394	0.999969	1	0.999972759	0.999992197	0.888879824	0.998409255	2.462658713	1.75158188	1.690974541	0.899473169	1.268717665	1.361514872	3.218647104	2.564703573	1.916071846
TRINITY_DN112597_c0_g1_i1	ID=Xetrov90025147mgName=myadml2]MADL2_XENLAMADL2_XENLAQ	Chr10	20050471	20050471	1.632488774	1.220120193	1.483303251	-0.263183058	1.351711722	0.007739881	0.000628331	0.47918651	0.000575915	0.164656171	0.081229845	0.999972759	0.052336762	1.42667477	2.585048406	0.852942772	2.648784675	0.650480264	1.445199568	1.639228651	1.236693612	0.715366777	1.618607306	1.560817331
TRINITY_DN112682_c0_g1_i2	ID=Xetrov90024615mgName=phactr3]PHAR3_RATPHAR3_RATQ	Chr10	839054	839054	3.17109305	-0.034803566	0.053511028	-0.088314594	0.009353731	0.933587576	0.894059829	0.783959802	0.980194686	0.999969	1	0.999972759	0.999992197	2.720727713	3.245638657	3.695224989	3.117774866	3.246307526	3.064658558	3.301552171	2.678750689	3.230599871	2.946352213	3.33866319
TRINITY_DN112908_c0_g1_i2	ID=Xetrov90025096mgName=afmid]KFA_DANREKFA_DANREQ	Chr10	18357026	18357026	1.367088202	-0.466753615	-0.664288033	0.197534418	-0.565520824	0.417665668	0.238006392	0.647875578	0.287186643	0.999969	1	0.999972759	0.999992197	0.653423057	1.159138791	2.378156568	0.571631549	1.253122485	1.474220676	1.975775028	1.476391368	1.0749037	0.8943647	0.941515655
TRINITY_DN113005_c0_g1_i1	ID=Xetrov90024781mgName=gdf5]GDF5_MOUSEGDF5_MOUSEQ	Chr10	5972992	5972992	2.32956443	-0.443160376	-0.205686652	-0.237473724	-0.324423514	0.366017987	0.661954793	0.521456265	0.466768258	0.999969	1	0.999972759	0.999992197	2.06833061	1.847524145	1.90487908	2.258919986	2.251747013	2.733670772	2.855037984	2.748990805	1.500505509	2.201304565	2.613903121
TRINITY_DN113099_c0_g1_i1	ID=Xetrov90025390mgName=LOC733539]	Chr10	31541596	31541596	4.345964764	-8.72719512	-8.592153044	-0.135042076	-8.659674082	2.16E-06	2.49E-06	0.877062754	1.84E-06	0.002237032	0.003582091	0.999972759	0.001898781	3.875629837	-3.129889089	5.647558616	-2.908861613	4.234012224	0.642533222	4.321279865	-3.054196906	5.712788588	5.359807281	4.621427757
TRINITY_DN113272_c0_g1_i1	ID=Xetrov90025290mgName=tp53rk]PRPK_HUMANPRPK_HUMANQ	Chr10	29411151	29411151	1.92884325	-0.452388286	0.088637213	-0.541025499	-0.181875536	0.382992153	0.856951115	0.167277742	0.697075098	0.999969	1	0.999972759	0.999992197	1.673637631	1.938950156	0.941268829	1.618362873	1.253122485	2.05713609	2.499491851	1.818815529	1.775335994	2.801208663	1.93173128
TRINITY_DN113339_c0_g2_i4	ID=Xetrov90025405mgName=LOC100496521]TOP1_XENLATOP1_XENLAQ	Chr10	32502377	32502377	6.328306537	-0.47414006	-0.33156926	-0.142570799	-0.40285466	0.254984291	0.408634061	0.651454194	0.289291235	0.95672159	1	0.999972759	0.999992197	6.195565473	5.983233702	6.427094613	6.00942837	5.930328152	6.588433902	6.720326644	6.507880559	5.781431939	6.424718879	6.676552893
TRINITY_DN113448_c0_g2_i3	ID=Xetrov90025269mgName=snai1]SNAI1_XENLASNAI1_XENLAQ	Chr10	27975440	27975440	4.59480332	-0.461626047	-0.683698433	0.222072386	-0.57266224	0.297521904	0.116177828	0.510137135	0.16216211	0.983328694	1	0.999972759	0.888217718	5.001011612	3.616262232	4.735375215	4.455951242	3.794078146	4.852710705	4.785676299	5.169093085	3.78940224	4.751773534	4.692089458
TRINITY_DN113706_c0_g1_i1	ID=Xetrov90025301mgName=ada2]ADA_XENTRADA_XENTRQ	Chr10	29647606	29647606	0.579397495	0.283983711	-0.000991512	0.284975224	0.141496099	0.589888484	0.998465558	0.488757335	0.765212624	0.999969	1	0.999972759	0.999992197	0.844762756	0.610611636	0.983483445	0.723523372	-0.036622824	0.536457946	0.258192952	0.563720707	0.356687123	1.012123297	0.186500345
TRINITY_DN113805_c0_g3_i1	ID=Xetrov90024699mgName=fbxl20-like]FXL20_HUMANFXL20_HUMANQ	Chr10	3304272	3304272	4.123023518	-0.171666761	-0.278660934	0.106994173	-0.225163848	0.614839342	0.40077654	0.683060866	0.469328058	0.999969	1	0.999972759	0.999992197	4.103333957	4.073033329	4.252019253	3.775753627	4.160156277	4.039570803	4.016247684	4.168583147	4.443093124	4.15159839	4.076496957
TRINITY_DN113944_c0_g1_i1	ID=Xetrov90025024mgName=Xetrov90025024mg]BPIB6_HUMANBPIB6_HUMANQ	Chr10	14967726	14967726	1.911486557	0.777463899	-0.015923125	0.793387024	0.380770387	0.342113335	0.984278754	0.228543587	0.605211327	0.999969	1	0.999972759	0.999992197	1.884439765	2.491505687	1.502073767	1.664149731	2.689959249	0.982616054	-0.42575828	0.688120034	3.593521637	1.222216893	-0.306667485
TRINITY_DN113983_c5_g1_i6	ID=Xetrov90024761mgName=hoxb7]HXB7B_XENLAHXB7B_XENLAQ	Chr10	5094212	5094212	2.95797283	-0.116065168	-0.216452619	0.100387451	-0.166258894	0.785603474	0.601320716	0.759555201	0.668612526	0.999969	1	0.999972759	0.999992197	2.593202761	2.970269573	2.972698614	2.648784675	3.127314265	3.088315473	3.272353527	3.348123724	3.044515676	2.444157107	2.725918882
TRINITY_DN113987_c0_g1_i4	ID=Xetrov90025224mgName=cpsf4l]CPSF4_HUMANCPSF4_HUMANQ	Chr10	24596795	24596795	0.775139372	-3.565971244	-3.624697344	0.0587261	-3.595334294	0.003245278	0.002524799	0.937151639	0.002179983	0.091091363	0.19260541	0.999972759	0.084223749	0.371897506	-1.968578927	2.000488158	-2.328044817	0.255869503	-1.793506303	0.669997841	-2.525879854	2.19688379	1.542356362	1.196118552
TRINITY_DN114173_c0_g1_i1	ID=Xetrov90025431mgName=LOC100494099]IL17D_HUMANIL17D_HUMANQ	Chr10	33331590	33331590	5.384355817	0.416949621	0.007299725	0.409649897	0.212124673	0.351352106	0.986707384	0.247087035	0.599458393	0.999969	1	0.999972759	0.999992197	5.821724125	5.63650856	5.428219982	5.406257001	5.788013801	4.718163945	4.859058312	5.216346377	6.047217262	5.094280417	4.295045164
TRINITY_DN114358_c2_g8_i2	ID=Xetrov90024770mgName=LOC101734947]SNF8_XENTRSNF8_XENTRQ	Chr10	5266745	5266745	4.382073137	-0.359670563	-0.318433147	-0.041237417	-0.339051855	0.308759564	0.351625759	0.878164655	0.293266968	0.987023378	1	0.999972759	0.999992197	4.624160355	3.910870492	4.471832842	4.268575721	4.329198288	4.288611565	4.621713306	4.568850598	4.078859348	4.286270425	4.572320888
TRINITY_DN114387_c0_g1_i1	ID=Xetrov90025507mgName=tmem104]TM104_CHICKTM104_CHICKQ	Chr10	35458243	35458243	4.042218216	-0.361533366	-0.230477919	-0.131055447	-0.296005642	0.334513013	0.523003952	0.6456187	0.385263998	0.997398272	1	0.999972759	0.999992197	4.275231906	3.470662399	4.082729643	4.067448685	4.271908691	4.084962809	3.959802979	4.138369545	3.447539833	4.29016146	4.100942285
TRINITY_DN114574_c3_g1_i5	ID=Xetrov90025331mgName=Xetrov90025331mg]	Chr10	30359853	30359853	6.518416742	2.014679988	0.340386734	1.674293254	1.177533361	0.093502575	0.774452736	0.098489873	0.258922969	0.690255978	1	0.999972759	0.998533127	5.741285841	7.453947534	7.563070756	6.848104358	6.971881447	3.814111882	-0.043625775	2.941262787	8.273281418	3.826752523	1.713564728
TRINITY_DN114712_c4_g1_i3	ID=Xetrov90025133mgName=fam195b]F195B_XENTRF195B_XENTRQ	Chr10	19822274	19822274	4.355886533	0.192021157	0.122357148	0.069664009	0.157189152	0.599855369	0.729465392	0.807286538	0.633155424	0.999969	1	0.999972759	0.999992197	4.371660576	4.606741298	4.517442167	4.340841816	3.761149384	4.40997926	4.742221928	4.459633467	3.966611145	4.202036494	4.276768705
TRINITY_DN114773_c0_g1_i1	ID=Xetrov90025135mgName=ppp1r27]PPR27_MOUSEPPR27_MOUSEQ	Chr10	19845234	19845234	3.038230316	1.282297995	1.164090216	0.118207778	1.223194106	0.00206844	0.003337263	0.725017004	0.000651662	0.066478516	0.220308525	0.999972759	0.054832229	2.768740338	3.812761978	2.584232526	4.053179568	3.053081127	2.541391848	2.455632986	2.493389858	3.337628126	2.722766346	2.312767319
TRINITY_DN114918_c4_g4_i1	ID=Xetrov90025199mgName=socs3]SOCS3_CHICKSOCS3_CHICKQ	Chr10	23170082	23170082	4.440892551	0.088584973	0.017868903	0.070716069	0.053226938	0.808079064	0.959629892	0.802950784	0.871623	0.999969	1	0.999972759	0.999992197	4.498096714	4.561425553	4.447533628	4.396156514	4.857537182	4.364201442	4.327376804	4.257612674	4.708237379	3.853295427	4.351438878
TRINITY_DN114951_c0_g1_i1	ID=Xetrov90025495mgName=chad-like]CHAD_BOVINCHAD_BOVINQ	Chr10	35289689	35289689	5.371236594	0.304308018	0.198110385	0.106197633	0.251209202	0.398359086	0.569630774	0.706974721	0.437087628	0.999969	1	0.999972759	0.999992197	5.215412225	5.78435057	5.089564106	5.313524377	4.968436355	5.310473522	5.308618432	5.622440269	5.541051722	5.494063236	5.236939621
TRINITY_DN114986_c0_g1_i3	ID=Xetrov90025066mgName=snx21]SNX21_MOUSESNX21_MOUSEQ	Chr10	16499996	16499996	0.998339948	-0.252000777	-0.272046029	0.020045252	-0.262023403	0.624655162	0.584647127	0.959140946	0.576317914	0.999969	1	0.999972759	0.999992197	1.091246106	0.470552004	0.875536399	1.033669647	0.621419126	1.022457075	0.644179143	1.117847532	1.126991527	1.049332883	1.600546896
TRINITY_DN115514_c0_g2_i14	ID=Xetrov90024680mgName=grb7]GRB7_HUMANGRB7_HUMANQ	Chr10	2828501	2828501	3.718193228	0.557865031	0.331162372	0.226702659	0.444513702	0.127735927	0.349865926	0.434691263	0.173430756	0.778635126	1	0.999972759	0.907423732	3.88110073	3.919875378	3.685667631	4.179418971	2.997616981	3.648941604	3.416591168	3.828128365	3.568625564	3.674317344	3.797618947
TRINITY_DN115731_c1_g2_i3	ID=Xetrov90025630mgName=c17orf62]CQ062_XENTRCQ062_XENTRQ	Chr10	37572544	37572544	3.43534976	-0.331174971	-0.257280766	-0.073894205	-0.294227868	0.421682696	0.517890858	0.813880537	0.433257405	0.999969	1	0.999972759	0.999992197	3.229660636	2.765719218	2.998660573	3.521752841	3.664737685	3.498149613	3.424196739	3.996393188	3.322815974	3.476793238	3.520526769
TRINITY_DN115831_c5_g1_i7	ID=Xetrov90025464mgName=edem2]EDEM2_HUMANEDEM2_HUMANQ	Chr10	34484016	34484016	4.148961622	0.240129639	0.574888147	-0.334758507	0.407508893	0.486350886	0.079594052	0.213450294	0.1825357	0.999969	0.922598445	0.999972759	0.92022275	4.180793358	4.50569641	3.790445312	4.451605999	4.008474543	3.794110925	4.101728913	4.032045131	3.680330772	4.305621501	4.495376746
TRINITY_DN116086_c7_g1_i1	ID=Xetrov90025234mgName=cbx8]CBX8_MOUSECBX8_MOUSEQ	Chr10	24952567	24952567	1.376000375	-0.36081496	-0.328732795	-0.032082165	-0.344773877	0.471851088	0.497858244	0.932574936	0.451413926	0.999969	1	0.999972759	0.999992197	1.42667477	0.892607933	1.979782537	1.269176175	1.290526686	1.257627926	1.599474954	0.639639749	1.473936056	1.285958588	1.58081887
TRINITY_DN116180_c0_g1_i6	ID=Xetrov90025193mgName=fam104a]F104A_HUMANF104A_HUMANQ	Chr10	23037592	23037592	4.168547029	-0.331978454	-0.404519613	0.072541159	-0.368249034	0.375834029	0.26705849	0.799717897	0.283347515	0.999969	1	0.999972759	0.999992197	3.682361375	3.702282062	4.409332289	3.997632126	3.918755508	4.066024163	4.220052725	4.265621857	4.683811151	4.328505297	4.25825774
TRINITY_DN116214_c0_g1_i3	ID=Xetrov90025401mgName=dhx35]DHX35_HUMANDHX35_HUMANQ	Chr10	31959493	31959493	4.145750414	-0.67048982	-0.461741234	-0.208748586	-0.566115527	0.066345516	0.188637463	0.444831494	0.090479321	0.584544866	1	0.999972759	0.718972494	4.001524235	3.768583273	4.060716608	3.578649664	3.915766365	4.099005406	4.275763861	4.151395787	4.340202682	4.36953883	4.708090858
TRINITY_DN116250_c1_g1_i3	ID=Xetrov90024922mgName=aarsd1]AASDB_XENLAAASDB_XENLAQ	Chr10	10841493	10841493	2.326083523	-0.015423206	-0.001872154	-0.013551052	-0.00864768	0.974127959	0.996740976	0.970570412	0.983938235	0.999969	1	0.999972759	0.999992197	2.196729702	2.241521552	2.577357802	2.391863431	1.326985579	2.140968426	2.290690156	1.963700559	2.61070007	2.756908027	2.604163723
TRINITY_DN116266_c8_g1_i1	ID=Xetrov90025624mgName=dhrs7c]DRS7C_XENTRDRS7C_XENTRQ	Chr10	37425227	37425227	5.014038494	0.624518066	0.972762223	-0.348244157	0.798640145	0.165377982	0.022530028	0.326932853	0.042116405	0.85311688	0.524843657	0.999972759	0.49993529	4.915620743	5.214364103	5.140591847	5.961334952	4.167714353	4.296757491	4.471983134	4.18767729	4.558227719	5.766827439	5.113645882
TRINITY_DN116331_c0_g2_i2	ID=Xetrov90024976mgName=pyy]PYYA_DANREPYYA_DANREQ	Chr10	13786682	13786682	3.684849051	0.684142093	0.443934472	0.24020762	0.564038282	0.12446699	0.302370592	0.497569215	0.153629719	0.771771872	1	0.999972759	0.871555909	3.785150533	4.163004596	3.626954442	4.061757962	4.278904775	3.345529093	2.630185707	3.377984796	4.087648242	3.325756653	2.911100906
TRINITY_DN116372_c1_g2_i1	ID=Xetrov90024704mgName=42Sp43]P43_XENLAP43_XENLAQ	Chr10	3444281	3444281	4.963333432	-4.614153776	-4.668344163	0.054190388	-4.64124897	7.90E-05	5.93E-05	0.938111933	4.88E-05	0.010240658	0.018224478	0.999972759	0.012377375	4.299950014	1.357756616	5.89224089	-0.748628518	4.978498583	2.228736144	4.58825333	1.620751868	6.715767656	5.712770241	5.319609193
